Company_Name,Dependent-Company Status,Age of company in years,Internet Activity Score,Industry of company,Focus functions of company,Country of company,Number of Investors in Angel and or VC,Number of of advisors,Team size all employees,Number of of repeat investors,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Consulting experience?,Product or service company?,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Machine Learning based business,Predictive Analytics business,Big Data Business,Owns data or not? (monetization of data) e.g. Factual,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Years of education,Skills score,Team Composition score,Pricing Strategy,google page rank of company website,Percent_skill_Data Science,Percent_skill_Business Strategy,Renown score
Company218,Success,5,0,0,Operations,0,1,10,77,0,Yes,Medium,Yes,Yes,No,Product,Private,Yes,Structured,Cloud,Global,Linear,No,No,Yes,Yes,No,Online,B2B,18,14,Medium,No,29861,6.25,6.25,5
Company219,Success,14,170,Analytics,Marketing,United States,4,0,173,3,No,Medium,Yes,Yes,No,Product,Private,Yes,Structured,Cloud,Global,Linear,No,No,Yes,Yes,No,Online,B2B,18,10,Low,No,443595,12.5,0,0
Company220,Success,6,294,E-Commerce|Analytics|Mobile|Retail,operations,Singapore,0,0,415,0,Yes,Large,No,No,No,Service,Private,Yes,Structured,Platform,global,Non-Linear,No,No,Yes,Yes,No,Online,B2B,18,25,Low,No,208813,26.98412698,18.25396825,0
Company221,Success,7,0,0,Operations,0,0,0,77,0,No,Medium,Yes,Yes,Yes,Service,Private,Yes,Structured,Platform,Global,Non-Linear,No,No,Yes,No,No,Offline,B2B,21,33,Low,No,127118,33.66013072,14.37908497,4
Company222,Success,No Info,-254,Analytics,"Marketing, Procurement, Human Resources",United States,1,0,433,0,Yes,Medium,No,No,Yes,Service,Private,Yes,Structured,Platform,Global,Linear,No,No,Yes,Yes,No,Offline,B2B,25,3,Low,No,3702887,66.66666667,5.555555556,3
Company223,Success,7,36,Entertainment,Operations,United States,1,0,5,0,Yes,Small,No,No,No,Product,Private,No,Unstructured,Cloud,Local,Non-Linear,No,Yes,No,No,No,Online,B2B,18,18,Medium,No,No Info,0,0,1
Company224,Failed,5,12,0,Operations,United States,6,0,7,0,No,Small,Yes,Yes,Yes,Product,Private,Yes,Unstructured,Cloud,Global,Non-Linear,No,Yes,No,No,No,Online,B2C,18,12,Medium,Yes,9439938,0,0,1
Company225,Failed,5,-16,Music,Operations,United States,0,1,4,0,No,Small,Yes,Yes,No,Product,Private,Yes,Unstructured,Platform,Local,Non-Linear,No,Yes,No,No,No,Online,B2C,No Info,10,Low,No,No Info,0,0,1
Company226,Success,4,-29,Analytics|E-Commerce,sales,United States,0,3,10,1,Yes,Small,No,No,Yes,Product,Private,Yes,Structured,Cloud,Local,Non-Linear,No,No,Yes,No,No,Online,B2B,18,38,Low,No,No Info,6.25,6.25,1
Company227,Failed,6,0,Mobile,Operations,United States,1,1,6,3,No,Small,Yes,Yes,No,Product,Private,Yes,Unstructured,Platform,Local,Non-Linear,No,Yes,No,No,No,Online,B2B,18,10,Low,No,898999,0,6.666666667,1
Company228,Failed,9,-133,Finance,Operations,United States,0,3,20,1,No,Medium,Yes,Yes,No,Service,Private,Yes,Structured,Cloud,Local,Non-Linear,No,No,Yes,No,No,Online,B2B,18,0,Low,No,No Info,0,0,7
Company229,Success,2,0,0,"CRM, Marketing, Human Resources",0,0,1,30,0,Yes,Small,No,No,No,Service,Private,No,Both,Both,Global,Linear,Yes,Yes,Yes,Yes,No,Online,B2B,18,10,Low,Yes,No Info,9.027777778,23.61111111,0
Company230,Success,2,63,Analytics|Enterprise Software,Marketing,United States,0,0,6,0,No,Medium,Yes,Yes,No,Service,Both,No,Both,Platform,Global,Non-Linear,No,Yes,Yes,Yes,No,No Info,B2B,21,25,Low,Yes,3743293,5.555555556,27.77777778,1
Company231,Success,2,1193,Analytics|Marketing,Marketing,United States,0,0,15,0,No,Large,Yes,Yes,Yes,Service,Private,No,Structured,Platform,Global,Non-Linear,No,Yes,Yes,Yes,No,Online,B2B,18,37,Low,Yes,14785,5.555555556,27.77777778,4
Company232,Success,3,207,Network / Hosting / Infrastructure|Analytics,Database Management,United States,0,2,18,1,No,Small,Yes,No,No,Both,Private,Yes,Structured,Cloud,Global,Linear,Yes,No,No,Yes,No,Online,B2B,18,10,Medium,Yes,751103,3.703703704,12.03703704,1
Company233,Failed,No Info,13,0,operation,United States,3,1,No Info,0,No,Large,No,No,No,Product,no,No,no,Platform,No Info,No Info,No Info,No,No,No,No,Online,B2B,21,7,Low,No,7020276,0,0,0
Company234,Success,4,388,0,CRM,United States,0,3,37,2,No,Small,No,No,No,Product,Private,Yes,Structured,Cloud,Global,Non-Linear,No,No,Yes,Yes,No,Online,B2B,18,50,High,Yes,82868,3.703703704,37.03703704,9
Company235,Success,6,-96,E-Commerce|Publishing|Marketing,marketing,United States,0,5,55,2,No,Large,No,No,Yes,Service,Private,No,Structured,Cloud,Global,Non-Linear,No,Yes,Yes,Yes,No,Online,B2B,21,50,High,Yes,333844,2.777777778,19.44444444,6
Company236,Success,2,0,0,"Merchandising, Marketing",0,0,0,6,0,No,Small,Yes,Yes,No,Service,Private,No,Both,Platform,Local,Non-Linear,No,No,No,No,Yes,Offline,B2B,21,23,Medium,No,No Info,0,0,3
Company237,Failed,9,0,0,Travel Planning,0,0,2,8,0,Yes,Medium,Yes,Yes,No,Service,Public,No,Both,Platform,Global,Linear,Yes,No,No,Yes,Yes,Online,B2C,18,49,High,Yes,No Info,0,16.66666667,5
Company238,Success,2,32,Analytics|Marketing,Marketing,United States,9,0,10,0,Yes,Medium,Yes,Yes,No,Service,Public,Yes,Both,Platform,Global,Non-Linear,No,No,No,Yes,No,Online,B2B,21,12,Low,Yes,1559939,10,20,2
Company239,Success,2,40,E-Commerce|Market Research|Analytics|Deals|Finance,Marketing,United States,0,0,6,0,No,Large,No,No,No,Both,Public,Yes,Both,Platform,Global,Non-Linear,No,Yes,Yes,Yes,No,Online,B2B,21,30,Low,No,8334266,35.29411765,0,5
Company240,Success,3,603,Marketing,"Data Visualization, Content Marketing, Presentations",United States,0,8,96,4,No,Medium,Yes,Yes,No,Service,Private,No,Structured,Cloud,Global,Linear,Yes,No,No,Yes,No,Online,B2C,18,16,High,Yes,2725,6.613756614,0,5
Company241,Failed,7,0,0,News,0,0,0,2,0,No,Small,No,No,No,Service,Public,No,no,Platform,Local,Non-Linear,No,No,No,No,Yes,Online,B2C,21,24,Low,No,No Info,5.555555556,38.88888889,1
Company242,Success,No Info,65,Cloud Computing|Energy,analtics,United States,0,0,6,0,No,Large,No,No,Yes,Product,Both,Yes,Structured,Platform,local,Non-Linear,No,No,No,No,No,Offline,B2B,18,25,Medium,Yes,4621889,5.882352941,5.882352941,7
Company243,Success,5,73,Network / Hosting / Infrastructure|Enterprise Software,analytics,United States,0,0,36,2,No,Medium,Yes,Yes,Yes,Product,Both,No,Structured,Platform,global,Linear,Yes,No,No,Yes,No,Online,B2B,18,25,Medium,Yes,434839,2.941176471,25.98039216,7
Company244,Success,4,359,Security,security,United States,0,1,297,1,No,Large,Yes,Yes,Yes,Service,Both,No,Unstructured,Platform,global,Linear,Yes,No,No,Yes,No,Offline,B2B,18,25,Medium,Yes,257071,0,29.41176471,6
Company245,Success,2,89,Mobile|Analytics,social media,India,1,0,4,0,No,Small,No,No,Yes,Service,no,No,no,none,global,Non-Linear,No,No,No,No,No,Online,B2C,21,16,Low,Yes,1541266,0,5,0
Company246,Success,5,127,Education,elearning,India,0,0,46,0,No,Medium,No,No,No,Product,no,No,no,Platform,local,Linear,No,No,No,No,No,Online,B2C,18,25,Low,No,1327504,5.882352941,11.76470588,7
Company247,Success,3,359,Career / Job Search,service,India,1,0,30,0,No,Medium,Yes,Yes,Yes,Service,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Online,B2C,18,2,Medium,No,382303,0,0,2
Company248,Success,4,511,Advertising|Analytics,analytics,Belgium,0,0,8,0,No,Medium,Yes,Yes,Yes,Service,Both,Yes,Unstructured,Platform,global,Non-Linear,Yes,No,No,No,No,Online,B2B,21,24,Medium,No,245886,0,7.692307692,1
Company249,Success,2,316,Analytics,PHONE INTELLIGENCE,Denmark,0,0,50,0,No,Medium,Yes,Yes,Yes,Product,Public,No,Structured,Both,GLOBAL,Linear,Yes,Yes,Yes,Yes,No,Online,B2B,18,14,Low,No,20238024,8.333333333,16.66666667,0
Company250,Success,2,40,Analytics,social branding,Spain,0,1,No Info,0,No,Medium,No,No,No,Service,Both,Yes,Structured,Both,global,Non-Linear,Yes,Yes,Yes,Yes,Yes,Online,B2C,21,22,Medium,Yes,4386057,0,0,0
Company251,Success,2,89,Analytics|Marketing,social media,Finland,0,0,10,0,No,Small,Yes,Yes,Yes,Service,Public,Yes,Both,Both,GLOBAL,Non-Linear,No,Yes,No,Yes,Yes,Online,B2B,18,18,Low,No,1633729,0,0,5
Company252,Success,3,157,Analytics,reporting,France,1,0,13,2,No,Small,Yes,Yes,No,Product,Public,No,no,Both,global,Linear,Yes,No,No,No,No,Online,B2B,21,29,High,Yes,456198,22.22222222,5.555555556,2
Company253,Success,1,224,Analytics|Retail|Mobile|Enterprise Software|Market Research,MARKETING,France,0,0,10,0,No,Small,Yes,Yes,Yes,Product,Public,No,Both,Both,GLOBAL,Non-Linear,No,Yes,Yes,Yes,No,Online,B2B,21,18,High,Yes,1075438,2.777777778,8.333333333,1
Company254,Success,5,-19,Cloud Computing|E-Commerce|Analytics,DASHBOARDS,United Kingdom,0,0,50,0,No,Medium,Yes,Yes,Yes,Product,Both,No,Both,Both,GLOBAL,Linear,No,Yes,Yes,Yes,No,Online,B2B,18,24,Medium,Yes,1725737,5.882352941,10.08403361,7
Company255,Success,2,138,Analytics,technology,United Kingdom,0,3,50,0,No,Medium,Yes,Yes,Yes,Product,Both,No,Both,Both,GLOBAL,Non-Linear,No,Yes,Yes,Yes,No,Online,B2B,21,51,Low,No,2522474,16.66666667,33.33333333,5
Company256,Success,3,205,Analytics|Retail,localized behaviour,United Kingdom,0,1,10,0,No,Small,Yes,No,No,Product,Public,No,Unstructured,Both,global,Linear,No,Yes,No,Yes,No,Online,B2B,21,27,High,Yes,3784917,5.555555556,11.11111111,3
Company257,Success,4,35,Media|Analytics|Entertainment,VIDEO STREAMING,United Kingdom,0,0,50,0,No,Small,No,No,No,Service,Public,No,Unstructured,Both,GLOBAL,Linear,No,Yes,Yes,No,No,Online,B2B,21,0,High,No,5506308,11.11111111,22.22222222,1
Company258,Success,3,59,Analytics|E-Commerce,OPERATIONS,United Kingdom,0,0,10,0,No,Medium,No,No,Yes,Service,Public,No,Both,Both,GLOBAL,Linear,No,Yes,No,No,No,Online,B2B,21,51,Low,No,22246,0,18.75,1
Company259,Success,1,133,Analytics,PAYMENT,United Kingdom,0,0,10,0,No,Large,No,No,No,Service,Private,Yes,Unstructured,Both,LOCAL,Linear,No,No,No,Yes,No,Online,B2B,21,18,High,No,8709224,10,0,2
Company260,Success,4,131,Analytics|Marketing,marketing,United Kingdom,0,0,10,0,No,Small,Yes,Yes,Yes,Service,Public,No,Unstructured,Both,LOCAL,Non-Linear,No,Yes,Yes,No,No,Online,B2C,21,25,Medium,No,1936207,0,5.882352941,4
Company261,Success,4,357,Analytics,software,United Kingdom,0,0,50,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,LOCAL,Non-Linear,No,Yes,Yes,No,No,Online,B2B,18,8,Low,No,14054,25,0,3
Company262,Success,4,-26,Analytics,web,United Kingdom,0,1,200,1,No,Small,Yes,Yes,No,Service,Public,No,Both,Both,GLOBAL,Non-Linear,Yes,No,No,Yes,No,Online,B2B,No Info,20,Medium,No,45567,11.11111111,22.22222222,1
Company263,Failed,7,-3,E-Commerce,curated web,United States,0,2,No Info,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,global,Non-Linear,No,No,No,No,No,Online,B2C,25,0,Low,No,2992604,0,0,0
Company264,Failed,7,-30,Search|Social Networking,networking,Israel,0,0,No Info,0,No,Medium,Yes,Yes,Yes,Product,no,No,no,Platform,local,Non-Linear,Yes,No,No,No,No,Online,B2C,18,25,Low,No,14553250,14.81481481,20.37037037,9
Company265,Success,9,-207,Telecommunications,wireless,United States,4,1,9,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Online,B2C,18,25,Medium,Yes,255878,5,22.20588235,6
Company266,Success,No Info,-725,Publishing,curated web,United States,1,0,50,0,No,Small,Yes,No,Yes,Product,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,18,21,Medium,No,147869,5.555555556,22.22222222,3
Company267,Failed,7,0,0,curated web,0,1,0,10,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,21,25,Low,No,No Info,0,0,4
Company268,Failed,No Info,242,Advertising,advertising,United States,0,0,50,0,No,Small,No,No,Yes,Service,no,No,no,Platform,local,Non-Linear,No Info,No,No,No,No,Online,B2C,18,25,Low,No,138358,0,0,1
Company269,Success,9,-391,0,social network,United States,2,0,200,0,No,Large,No,No,No,Product,no,No,no,none,No Info,No Info,No Info,No,No,No,No,Online,B2C,18,24,Low,Yes,112659,0,4.761904762,5
Company270,Failed,No Info,144,Network / Hosting / Infrastructure|Publishing,web,United States,0,0,No Info,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Online,B2C,21,15,Low,No,12992,0,0,0
Company271,Failed,3,0,0,networking,0,0,0,10,0,No,Large,No,No,Yes,Service,Both,No,Both,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,18,10,Low,No,No Info,0,0,2
Company272,Failed,5,-14,Mobile,software,Austria,1,0,50,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,No Info,Non-Linear,No,No,No,No,No,Online,B2C,21,22,Low,Yes,20196505,0,0,2
Company273,Failed,7,-53,Classifieds|Network / Hosting / Infrastructure,web,India,0,0,No Info,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,Local,Non-Linear,No,No,No,No,No,Online,B2C,21,25,Low,No,3600838,6.666666667,6.666666667,4
Company274,Failed,3,-243,Media|Advertising|E-Commerce,advertising,Denmark,0,0,10,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,Global,Non-Linear,No,No,No,No,No,Online,B2C,21,25,Low,No,No Info,1.851851852,9.259259259,9
Company275,Failed,No Info,0,0,marketing,0,0,0,50,0,Yes,Large,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,21,25,Low,No,No Info,0,15.625,8
Company276,Failed,8,0,0,game,0,1,0,10,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Online,B2C,18,25,Low,Yes,No Info,0,29.41176471,7
Company277,Failed,5,0,0,software,0,0,0,10,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Offline,B2C,21,25,Low,Yes,No Info,0,5.555555556,6
Company278,Failed,3,0,Software Development,software,United States,0,1,10,0,No,Large,No,No,Yes,Product,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,21,19,Low,Yes,No Info,5.882352941,11.76470588,2
Company279,Failed,7,-3,Search|Healthcare,search,United States,0,0,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,18,10,Low,No,5851401,0,11.11111111,5
Company280,Failed,No Info,0,0,operation,United States,0,0,200,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,Global,Linear,Yes,No,No,No,No,Offline,B2B,No Info,7,Low,No,No Info,0,0,4
Company281,Failed,4,0,Mobile|Telecommunications,operation,United States,0,0,10,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,18,8,Low,No,18372022,0,28.26797386,3
Company282,Failed,7,-29,Entertainment,operation,United Kingdom,0,0,200,0,Yes,Large,Yes,Yes,Yes,Product,no,No,no,Platform,No Info,No Info,No Info,No,No,No,No,Online,B2C,18,21,Low,No,970318,0,0,0
Company283,Failed,4,170,E-Commerce,sale,Russian Federation,6,0,50,0,No,Large,No,No,Yes,Service,no,No,no,Platform,LOCAL,Non-Linear,Yes,No,No,No,No,Online,B2C,21,14,Low,Yes,1912479,7.142857143,10.71428571,6
Company284,Failed,9,-169,Cloud Computing|E-Commerce|Classifieds,operation,United States,0,0,No Info,1,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,local,Linear,No,No,No,No,No,Online,B2C,18,25,Low,No,88023,5.555555556,22.22222222,6
Company285,Failed,6,15,Gaming|Entertainment,entertainment,Spain,2,0,50,1,No,Medium,Yes,Yes,No,Service,no,No,no,Platform,Global,Non-Linear,No,No,No,No,No,Online,B2C,18,6,Low,Yes,9092587,0,0,0
Company286,Failed,5,-8,Marketing,advertising,United States,0,0,50,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,25,Low,Yes,No Info,0,16.66666667,3
Company287,Failed,2,0,0,game,0,0,0,50,0,No,Small,Yes,No,Yes,Product,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,5,Low,No,No Info,0,0,0
Company288,Failed,6,0,0,software,0,0,0,No Info,0,No,Small,Yes,No,Yes,Product,no,No,no,Platform,global,Linear,No,No,No,No,No,Online,B2B,18,25,Low,Yes,No Info,2.352941176,3.529411765,3
Company289,Failed,6,-10,Food & Beverages,sale,United States,0,0,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,Global,Non-Linear,No,No,No,No,No,Online,B2C,21,25,Low,Yes,18581451,0,0,0
Company290,Failed,3,0,0,operation,0,0,0,10,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,18,19,Medium,Yes,No Info,1.388888889,7.158119658,2
Company291,Failed,5,0,0,operation,0,0,1,10,0,No,Medium,Yes,Yes,Yes,Service,no,No,no,Platform,local,Linear,No,No,No,No,No,Offline,B2B,21,8,Low,Yes,No Info,0,0,0
Company292,Failed,2,-84,Marketing|Mobile|E-Commerce,operation,United States,0,2,No Info,0,No,Medium,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,21,20,Low,Yes,7581851,6.666666667,33.33333333,4
Company293,Failed,3,-13,Mobile|Cloud Computing|Enterprise Software,operation,United States,0,0,10,0,No,Large,No,No,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,18,12,Low,No,5516702,0,22.72727273,4
Company294,Failed,7,-4,Software Development,advertising,United States,1,0,1,0,No,Large,Yes,No,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,18,5,Low,No,8536058,0,25,0
Company295,Failed,6,0,0,advertising,0,1,2,No Info,0,No,Medium,Yes,No,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,21,25,Low,Yes,No Info,5.555555556,22.22222222,4
Company296,Failed,8,0,0,conssumer web,0,0,0,No Info,0,No,Medium,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,21,9,Low,Yes,No Info,0,0,0
Company297,Failed,6,15,Music|Media|Software Development,online music,United States,0,1,No Info,0,No,Medium,Yes,Yes,Yes,Product,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,21,18,Low,Yes,15201417,0,8.333333333,11
Company298,Failed,5,-8,Analytics|Advertising,media,United States,2,0,4,0,No,Large,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,25,25,Low,Yes,14539082,0,23.52941176,4
Company299,Success,3,13,E-Commerce|Analytics|Advertising|Enterprise Software,sales,United States,0,0,10,0,No,Large,Yes,Yes,Yes,Product,no,No,no,Platform,local,Non-Linear,Yes,No,No,No,No,Online,B2C,21,8,Low,No,No Info,0,11.45833333,8
Company300,Success,4,-309,Cloud Computing|Analytics,cloud computing,United States,0,0,10,0,No,Small,Yes,Yes,Yes,Service,Public,No,Unstructured,Both,No Info,Non-Linear,No,No,No,No,No,Online,B2B,No Info,31,Low,No,819284,0,12.5,1
Company301,Success,3,101,Travel|Deals|Analytics|Hospitality,sale,United States,0,0,8,1,No,Medium,Yes,Yes,No,Service,Public,No,Structured,Both,No Info,Non-Linear,No,No,No,No,No,Online,B2C,21,27,Low,No,829576,9.126984127,16.26984127,6
Company302,Success,3,76,Media|E-Commerce|Analytics|Entertainment,operation,United States,0,0,2,1,No,Small,Yes,Yes,No,Service,Public,No,Both,Both,GLOBAL,Linear,Yes,Yes,No,Yes,No,Online,B2C,18,22,High,Yes,7663291,1.851851852,12.53561254,8
Company303,Success,4,-10,E-Commerce|Analytics|Network / Hosting / Infrastructure,social commerce,United States,0,0,3,0,No,Medium,Yes,Yes,Yes,Service,no,No,no,none,GLOBAL,Linear,No,Yes,No,Yes,No,Online,B2B,21,31,Low,No,816385,0,0,4
Company304,Success,5,-45,Analytics|Advertising|Marketing|Entertainment|Media|Mobile,marketing,United States,0,1,3,0,No,Medium,Yes,Yes,Yes,Service,Public,No,Unstructured,Both,GLOBAL,Linear,No,No,No,No,No,Online,B2B,21,38,Medium,No,17173041,11.11111111,11.11111111,2
Company305,Success,4,92,Analytics|Advertising|Mobile,analytics,United States,1,0,50,0,No,Medium,Yes,Yes,No,Service,Public,No,Both,Both,GLOBAL,Linear,Yes,No,No,Yes,No,Online,B2B,18,35,Low,No,816385,5.555555556,2.777777778,5
Company306,Success,4,-375,Analytics|Mobile|Media|Enterprise Software,operation,United States,0,3,10,4,No,Small,Yes,Yes,No,Service,Public,No,Structured,Platform,LOCAL,Linear,No,Yes,No,No,Yes,Online,B2C,18,30,High,No,1400959,7.142857143,2.777777778,7
Company307,Success,7,13,Marketing|Media|Analytics|Advertising,finance,United States,0,0,50,0,Yes,Medium,Yes,Yes,No,Service,Public,No,Structured,Both,GLOBAL,Linear,No,Yes,No,Yes,No,Online,B2B,21,19,Low,No,6972031,29.16666667,18.75,5
Company308,Success,4,-16,E-Commerce|Analytics|Marketing,social media marketing,United States,2,0,15,1,No,Medium,Yes,Yes,No,Product,Public,No,Structured,Both,GLOBAL,Non-Linear,Yes,Yes,No,Yes,Yes,Online,B2B,25,44,High,No,No Info,16.66666667,5.555555556,5
Company309,Success,3,272,Analytics|Search|Hospitality,marketing,United States,8,0,50,0,No,Medium,Yes,Yes,Yes,Service,Public,Yes,Structured,Both,GLOBAL,Non-Linear,No,No,No,Yes,Yes,Online,B2B,21,36,Low,No,105893,11.76470588,17.64705882,2
Company310,Success,7,-173,Advertising|Social Networking|Analytics|Gaming,operation,United States,0,1,50,3,No,Medium,Yes,Yes,No,Product,Both,Yes,Both,none,GLOBAL,Non-Linear,No,Yes,No,Yes,No,Online,B2B,21,35,High,No,1336317,5.882352941,29.41176471,6
Company311,Success,5,110,Cloud Computing|Social Networking|Analytics,social network,United States,1,1,50,1,No,Medium,Yes,Yes,No,Product,Both,Yes,Both,none,GLOBAL,Non-Linear,Yes,Yes,No,Yes,No,Online,B2B,21,28,Low,No,157602,11.5022426,10.13286894,9
Company312,Success,3,484,Analytics|Mobile|Enterprise Software|Software Development,N,United States,0,0,50,0,Yes,Medium,Yes,Yes,Yes,Product,Public,No,Unstructured,none,GLOBAL,Non-Linear,Yes,No,No,No,No,Online,B2B,18,34,Medium,No,38521,0,11.11111111,4
Company313,Success,7,-136,Analytics,PUBLISHING,United States,0,6,50,0,No,Medium,Yes,Yes,Yes,Product,Public,No,Structured,Both,GLOBAL,Linear,No,No,Yes,Yes,No,Online,B2B,18,23,Low,Yes,No Info,5.555555556,22.22222222,0
Company314,Success,9,75,Analytics|Government,global,United States,0,0,No Info,1,No,Medium,Yes,Yes,No,Service,Both,No,Both,none,LOCAL,Non-Linear,No,Yes,No,Yes,No,Online,B2B,21,6,Low,No,786526,16.66666667,16.96969697,5
Company315,Success,9,-14,Analytics,\,United States,0,0,40,0,No,Small,Yes,Yes,Yes,Service,Public,No,Structured,Both,GLOBAL,Non-Linear,Yes,Yes,No,Yes,No,Online,B2B,21,28,Medium,No,5835588,0,17.64705882,5
Company316,Success,4,136,Analytics,GLOBAL,United States,0,1,40,2,Yes,Small,Yes,Yes,Yes,Service,Public,No,Both,Both,No Info,Non-Linear,Yes,Yes,Yes,Yes,Yes,Online,B2B,21,9,High,No,186669,0,7.142857143,11
Company317,Success,9,327,Music|Search|Analytics,Music intelligece,United States,0,3,65,0,No,Small,No,No,Yes,Service,Public,No,no,Platform,global,Non-Linear,Yes,No,Yes,No,No,Online,B2B,25,15,High,No,54162,26.66666667,0,2
Company318,Success,8,215,Analytics,Location based service,United States,0,0,No Info,0,No,Small,Yes,Yes,No,Service,Public,No,Unstructured,Both,GLOBAL,Linear,Yes,Yes,Yes,Yes,No,Online,B2B,No Info,9,Low,No,4038,16.66666667,0,0
Company319,Success,7,-113,Analytics|Entertainment,SOCIAL TV ANALYTICS,United States,0,0,50,0,No,Medium,Yes,Yes,No,Service,Public,No,Structured,Both,GLOBAL,Linear,No,Yes,Yes,Yes,No,Online,B2B,25,44,Medium,No,885463,5.882352941,11.76470588,0
Company320,Success,9,1,Analytics,Data driven applications,United States,4,1,50,1,No,Medium,Yes,Yes,No,Service,Both,No,Both,Platform,GLOBAL,Linear,No,No,No,Yes,Yes,Online,B2B,25,40,Low,No,583509,9.259259259,1.851851852,5
Company321,Success,6,0,Advertising|Analytics,IPHONE APPS,United States,0,1,34,1,Yes,Medium,Yes,Yes,No,Service,Public,No,Structured,Both,GLOBAL,Linear,No,No,No,Yes,Yes,Online,B2C,21,21,High,No,No Info,15.96638655,8.823529412,6
Company322,Success,9,-5,Analytics,analytics,United States,0,2,30,1,Yes,Small,Yes,Yes,No,Product,Public,No,Structured,none,GLOBAL,Non-Linear,No,No,No,Yes,No,Online,B2B,No Info,18,Low,No,No Info,0,6.666666667,7
Company323,Failed,6,2,Education|Analytics|Finance|Social Networking,finance,United States,0,1,10,0,No,Medium,Yes,Yes,Yes,Service,Public,No,Structured,Both,Local,Linear,Yes,No,No,No,No,Offline,B2B,18,25,Low,No,5092265,5.555555556,22.22222222,0
Company324,Success,7,702,Analytics|Marketing,analytics,United States,0,0,5000,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,GLOBAL,Non-Linear,No,No,No,No,No,Online,B2B,18,21,High,No,7941,3.333333333,22.5,5
Company325,Success,7,413,Analytics|Marketing,Marketing,United States,0,2,200,0,No,Small,Yes,Yes,Yes,Product,Public,No,no,none,global,Linear,No,Yes,No,Yes,No,Online,B2B,21,26,Low,No,43814,11.11111111,16.66666667,3
Company326,Success,9,-20,Security|Analytics,TECHNOLOGY,United States,0,1,200,2,No,Small,No,No,No,Product,Both,No,Both,Both,global,Linear,No,Yes,Yes,Yes,No,Online,B2B,21,12,Medium,No,840553,0,18.18181818,2
Company327,Success,5,-9,Analytics|Marketing,technology,United States,0,0,10,0,No,Large,Yes,Yes,Yes,Service,Both,No,Both,Platform,No Info,No Info,No Info,No,No,No,No,Online,B2B,18,23,Low,No,22391670,0,0,6
Company328,Failed,5,-104,Advertising|E-Commerce|Analytics|Marketing,MARKETING,United States,0,1,50,2,No,Small,Yes,Yes,Yes,Service,Public,No,Structured,Both,local,Non-Linear,No,No,No,No,No,Online,B2B,21,25,Low,No,6405946,2.777777778,19.44444444,10
